order_id,account_id,security_id,entered_by,side,order_type,ordered_qty,limit_px,tif,status,reject_reason,order_ts,last_update_ts
3696,145,13,10,B,LMT,25,112.32,DAY,FILLED,,2026-08-24 09:24:18,2026-08-24 09:25:25
3697,4,20,4,S,MKT,200,77.89,DAY,FILLED,,2026-08-21 15:10:01,2026-08-21 15:11:01
3698,21,8,17,S,LMT,10,462.86,DAY,FILLED,,2026-08-18 09:35:56,2026-08-18 09:36:39
3699,18,14,15,S,LMT,200,154.93,DAY,FILLED,,2026-08-24 12:30:03,2026-08-24 12:31:14
3700,16,3,13,B,LMT,150,169.36,DAY,FILLED,,2026-08-24 11:59:44,2026-08-24 11:59:58
3701,21,13,17,B,LMT,100,112.08,DAY,FILLED,,2026-08-26 15:34:31,2026-08-26 15:35:50
3702,96,15,23,B,MKT,100,514.87,DAY,FILLED,,2026-08-18 14:24:36,2026-08-18 14:25:13
3703,51,20,15,S,LMT,25,79.15,DAY,FILLED,,2026-08-25 13:39:22,2026-08-25 13:40:22
3704,70,2,4,S,LMT,75,408.51,DAY,FILLED,,2026-08-19 10:33:48,2026-08-19 10:33:55
3705,48,14,12,B,MKT,150,152.24,DAY,REJ,RISK_LIMIT,2026-08-19 13:10:09,2026-08-19 13:11:20
3706,93,7,21,S,LMT,50,201.53,DAY,FILLED,,2026-08-19 14:28:08,2026-08-19 14:29:23
3707,128,7,22,B,LMT,500,201.27,DAY,FILLED,,2026-08-17 10:29:20,2026-08-17 10:30:25
3708,103,18,4,B,LMT,500,220.46,DAY,FILLED,,2026-08-19 13:16:33,2026-08-19 13:16:53
3709,159,3,21,B,LMT,500,166.92,DAY,FILLED,,2026-08-28 09:27:58,2026-08-28 09:28:17
3710,138,18,5,S,LMT,10,218.45,DAY,FILLED,,2026-08-19 10:37:28,2026-08-19 10:38:09
3711,33,20,1,B,LMT,10,78.83,DAY,FILLED,,2026-08-28 10:51:09,2026-08-28 10:51:14
3712,32,18,25,B,MKT,10,220.35,DAY,FILLED,,2026-08-17 10:49:17,2026-08-17 10:49:45
3713,89,1,18,B,LMT,200,190.21,DAY,FILLED,,2026-08-27 10:59:31,2026-08-27 11:00:36
3714,103,9,4,B,MKT,200,95.71,DAY,FILLED,,2026-08-19 15:21:00,2026-08-19 15:22:30
3715,93,18,21,B,LMT,200,214.17,DAY,FILLED,,2026-08-27 15:19:58,2026-08-27 15:20:07
3716,41,9,7,B,LMT,200,94.4,DAY,FILLED,,2026-08-18 15:35:06,2026-08-18 15:36:25
3717,105,6,5,S,LMT,50,517.07,DAY,FILLED,,2026-08-18 12:35:17,2026-08-18 12:35:26
3718,72,9,5,B,LMT,10,97.96,DAY,FILLED,,2026-08-20 10:37:22,2026-08-20 10:37:41
3719,71,15,5,B,LMT,25,530.79,DAY,FILLED,,2026-08-19 15:31:43,2026-08-19 15:32:23
3720,91,16,20,S,LMT,500,441.9,DAY,FILLED,,2026-08-18 13:39:04,2026-08-18 13:39:16
3721,60,14,21,B,LMT,10,154.95,DAY,FILLED,,2026-08-25 15:19:38,2026-08-25 15:20:01
3722,68,5,2,B,LMT,50,860.37,DAY,FILLED,,2026-08-21 12:03:26,2026-08-21 12:04:20
3723,8,9,7,B,MKT,100,94.77,DAY,FILLED,,2026-08-27 14:36:23,2026-08-27 14:37:52
3724,102,7,3,B,LMT,25,193.72,DAY,FILLED,,2026-08-28 12:05:52,2026-08-28 12:06:38
3725,92,14,20,S,LMT,200,154.04,DAY,FILLED,,2026-08-21 12:42:27,2026-08-21 12:42:56
3726,101,19,2,B,LMT,50,90.13,DAY,FILLED,,2026-08-21 09:13:10,2026-08-21 09:14:40
3727,74,5,7,B,LMT,10,868.6,DAY,FILLED,,2026-08-18 11:25:06,2026-08-18 11:25:49
3728,144,7,9,B,LMT,200,198.97,DAY,FILLED,,2026-08-25 11:04:48,2026-08-25 11:05:50
3729,118,19,15,B,MKT,100,89.74,DAY,FILLED,,2026-08-17 09:20:29,2026-08-17 09:21:12
3730,83,9,14,S,MKT,100,94.31,DAY,FILLED,,2026-08-24 09:13:58,2026-08-24 09:14:18
3731,49,4,13,B,MKT,150,183.19,DAY,FILLED,,2026-08-19 15:48:44,2026-08-19 15:49:32
3732,29,14,23,B,LMT,200,157.88,DAY,FILLED,,2026-08-25 11:20:58,2026-08-25 11:21:25
3733,39,12,6,B,MKT,100,512.75,DAY,FILLED,,2026-08-20 13:12:25,2026-08-20 13:12:45
3734,76,14,8,B,MKT,25,154.94,DAY,FILLED,,2026-08-27 12:11:24,2026-08-27 12:11:57
3735,93,11,21,S,LMT,75,151.17,DAY,FILLED,,2026-08-28 13:25:59,2026-08-28 13:26:23
3736,155,4,18,B,LMT,25,183.16,DAY,FILLED,,2026-08-20 14:51:24,2026-08-20 14:51:25
3737,3,11,4,B,LMT,100,159.04,DAY,FILLED,,2026-08-27 11:38:35,2026-08-27 11:38:39
3738,52,7,15,B,MKT,200,202.85,DAY,FILLED,,2026-08-24 10:13:44,2026-08-24 10:13:48
3739,99,12,1,B,LMT,75,520.2,DAY,FILLED,,2026-08-27 10:21:20,2026-08-27 10:21:32
3740,87,1,17,B,LMT,500,194.17,DAY,FILLED,,2026-08-26 15:13:02,2026-08-26 15:13:52
3741,155,13,18,B,MKT,75,112.3,DAY,FILLED,,2026-08-19 14:33:25,2026-08-19 14:33:36
3742,92,20,20,B,LMT,50,78.84,DAY,FILLED,,2026-08-20 13:14:36,2026-08-20 13:15:45
3743,119,10,16,B,LMT,200,271.38,DAY,FILLED,,2026-08-21 12:29:58,2026-08-21 12:31:18
3744,73,5,6,S,MKT,100,864.97,DAY,FILLED,,2026-08-20 11:49:02,2026-08-20 11:49:52
3745,59,20,21,B,LMT,500,78.95,DAY,FILLED,,2026-08-18 13:08:37,2026-08-18 13:09:10
3746,106,17,6,S,LMT,100,210.24,DAY,FILLED,,2026-08-25 11:37:11,2026-08-25 11:37:49
3747,134,5,2,B,MKT,25,903.85,DAY,FILLED,,2026-08-26 12:07:36,2026-08-26 12:08:06
3748,121,6,17,B,MKT,100,496.03,DAY,FILLED,,2026-08-28 09:07:34,2026-08-28 09:07:35
3749,29,16,23,B,LMT,100,455.07,DAY,FILLED,,2026-08-19 11:32:54,2026-08-19 11:34:16
3750,145,12,10,S,LMT,100,527.86,DAY,FILLED,,2026-08-18 10:06:40,2026-08-18 10:07:35
3751,56,16,18,B,LMT,75,459.81,DAY,FILLED,,2026-08-17 11:29:02,2026-08-17 11:29:51
3752,95,17,23,S,LMT,150,199.87,DAY,FILLED,,2026-08-18 15:15:49,2026-08-18 15:17:11
3753,93,17,21,B,MKT,25,208.57,DAY,FILLED,,2026-08-28 12:11:14,2026-08-28 12:11:55
3754,124,2,19,B,LMT,150,421.52,DAY,FILLED,,2026-08-19 11:40:37,2026-08-19 11:40:42
3755,116,6,13,S,LMT,500,501.99,DAY,FILLED,,2026-08-28 09:11:38,2026-08-28 09:11:42
3756,20,15,16,B,LMT,150,541.93,DAY,FILLED,,2026-08-18 13:55:47,2026-08-18 13:57:11
3757,33,3,1,S,LMT,100,167.93,DAY,FILLED,,2026-08-24 14:27:40,2026-08-24 14:27:47
3758,110,2,9,S,LMT,25,424.56,DAY,FILLED,,2026-08-19 12:40:32,2026-08-19 12:41:15
3759,137,18,4,B,LMT,50,215.09,DAY,FILLED,,2026-08-25 11:34:20,2026-08-25 11:35:20
3760,24,1,19,B,MKT,500,184.62,DAY,FILLED,,2026-08-24 15:35:50,2026-08-24 15:36:25
3761,114,9,12,S,MKT,10,96.58,DAY,FILLED,,2026-08-24 09:54:01,2026-08-24 09:55:02
3762,85,11,15,B,LMT,50,159.16,DAY,FILLED,,2026-08-19 15:56:16,2026-08-19 15:57:03
3763,153,12,16,S,LMT,150,524.23,DAY,FILLED,,2026-08-20 09:04:49,2026-08-20 09:05:16
3764,20,7,16,S,LMT,500,192.2,DAY,FILLED,,2026-08-26 15:49:24,2026-08-26 15:50:19
3765,59,6,21,B,MKT,100,516.89,DAY,FILLED,,2026-08-27 14:17:01,2026-08-27 14:18:14
3766,58,4,20,B,MKT,200,180.66,DAY,FILLED,,2026-08-26 10:47:09,2026-08-26 10:47:20
3767,145,5,10,B,MKT,150,903.56,DAY,FILLED,,2026-08-25 11:34:44,2026-08-25 11:36:08
3768,140,11,6,S,LMT,100,153.37,DAY,FILLED,,2026-08-25 09:45:59,2026-08-25 09:47:17
3769,96,16,23,B,LMT,25,441.37,DAY,FILLED,,2026-08-28 14:37:27,2026-08-28 14:38:50
3770,80,11,11,B,LMT,100,155.89,DAY,FILLED,,2026-08-26 15:53:32,2026-08-26 15:53:40
3771,99,11,1,B,LMT,200,150.47,DAY,FILLED,,2026-08-17 14:43:59,2026-08-17 14:45:18
3772,140,20,6,B,MKT,500,77.13,DAY,FILLED,,2026-08-27 09:44:41,2026-08-27 09:46:05
3773,66,11,1,B,LMT,150,154.13,DAY,FILLED,,2026-08-20 15:53:43,2026-08-20 15:54:56
3774,23,1,19,B,LMT,200,188.33,DAY,FILLED,,2026-08-28 11:23:46,2026-08-28 11:24:30
3775,1,1,2,S,LMT,200,187.7,DAY,FILLED,,2026-08-27 13:34:47,2026-08-27 13:35:09
3776,149,7,13,B,LMT,150,195.47,DAY,FILLED,,2026-08-18 15:48:17,2026-08-18 15:48:43
3777,11,8,10,B,LMT,25,436.75,DAY,FILLED,,2026-08-26 12:28:15,2026-08-26 12:29:14
3778,57,7,19,B,LMT,25,199.49,DAY,CXL,,2026-08-24 13:20:07,2026-08-24 13:21:03
3779,118,20,15,B,MKT,25,78.19,DAY,FILLED,,2026-08-27 13:05:06,2026-08-27 13:05:11
3780,119,2,16,S,LMT,500,417.64,DAY,FILLED,,2026-08-21 10:23:14,2026-08-21 10:24:02
3781,2,6,3,S,LMT,50,501.1,DAY,FILLED,,2026-08-27 14:30:13,2026-08-27 14:31:05
3782,47,20,12,B,LMT,500,75.75,DAY,FILLED,,2026-08-25 14:57:24,2026-08-25 14:57:46
3783,75,13,8,S,LMT,150,114.94,DAY,FILLED,,2026-08-17 14:41:40,2026-08-17 14:41:50
3784,77,18,9,B,LMT,10,212.2,DAY,FILLED,,2026-08-24 12:16:55,2026-08-24 12:18:23
3785,25,13,20,S,LMT,100,114.31,DAY,FILLED,,2026-08-20 09:27:46,2026-08-20 09:29:02
3786,69,5,3,B,MKT,200,896.03,DAY,CXL,,2026-08-18 10:47:58,2026-08-18 10:48:02
3787,108,19,7,B,LMT,500,89.53,DAY,FILLED,,2026-08-17 15:08:46,2026-08-17 15:09:22
3788,38,5,5,S,LMT,500,865.52,DAY,FILLED,,2026-08-25 15:38:27,2026-08-25 15:38:35
3789,83,9,14,S,LMT,150,94.48,DAY,FILLED,,2026-08-28 09:45:18,2026-08-28 09:45:37
3790,121,2,17,S,MKT,50,429.63,DAY,FILLED,,2026-08-28 12:32:15,2026-08-28 12:32:56
3791,142,3,8,B,LMT,75,168.8,DAY,FILLED,,2026-08-20 09:53:02,2026-08-20 09:54:15
3792,143,3,9,B,LMT,100,160.08,DAY,FILLED,,2026-08-27 12:44:24,2026-08-27 12:44:29
3793,136,20,3,S,LMT,150,75.58,DAY,FILLED,,2026-08-20 14:09:36,2026-08-20 14:09:39
3794,144,16,9,B,LMT,500,444.62,DAY,FILLED,,2026-08-27 11:55:03,2026-08-27 11:55:12
3795,155,3,18,B,LMT,25,161.59,DAY,FILLED,,2026-08-19 11:04:20,2026-08-19 11:05:30
3796,41,17,7,B,MKT,500,201.64,DAY,FILLED,,2026-08-28 12:38:50,2026-08-28 12:40:19
3797,95,5,23,B,MKT,100,892.9,DAY,FILLED,,2026-08-17 12:08:49,2026-08-17 12:09:00
3798,152,17,15,B,LMT,50,208.97,DAY,FILLED,,2026-08-21 14:20:23,2026-08-21 14:20:40
3799,67,3,2,B,LMT,50,163.53,DAY,FILLED,,2026-08-20 15:25:47,2026-08-20 15:26:15
3800,3,12,4,B,LMT,25,506.83,DAY,FILLED,,2026-08-25 09:51:57,2026-08-25 09:53:27
3801,55,12,18,B,LMT,25,506.79,DAY,CXL,,2026-08-19 14:59:09,2026-08-19 15:00:34
3802,150,19,14,B,MKT,75,92.09,DAY,FILLED,,2026-08-20 10:13:02,2026-08-20 10:13:57
3803,130,4,24,B,LMT,150,189.69,DAY,FILLED,,2026-08-27 09:17:15,2026-08-27 09:18:25
3804,93,18,21,S,LMT,10,214.45,DAY,FILLED,,2026-08-27 15:28:31,2026-08-27 15:29:25
3805,136,13,3,B,LMT,500,108.84,DAY,FILLED,,2026-08-21 13:17:01,2026-08-21 13:17:34
3806,68,18,2,B,LMT,500,213.54,DAY,FILLED,,2026-08-28 13:02:05,2026-08-28 13:02:30
3807,92,17,20,B,LMT,100,199.51,DAY,FILLED,,2026-08-25 12:43:33,2026-08-25 12:44:09
3808,146,7,11,B,LMT,150,200.17,DAY,FILLED,,2026-08-19 12:12:13,2026-08-19 12:12:59
3809,75,10,8,B,LMT,10,275.41,DAY,FILLED,,2026-08-25 12:23:33,2026-08-25 12:23:40
3810,46,6,11,S,LMT,10,506.24,DAY,FILLED,,2026-08-20 15:40:21,2026-08-20 15:41:37
3811,74,7,7,B,LMT,100,198.4,DAY,FILLED,,2026-08-25 09:51:47,2026-08-25 09:52:56
3812,104,17,4,S,LMT,10,206.66,DAY,FILLED,,2026-08-19 12:41:13,2026-08-19 12:42:36
3813,113,9,11,B,MKT,500,94.4,DAY,FILLED,,2026-08-20 10:19:59,2026-08-20 10:20:25
3814,59,3,21,S,MKT,100,166.21,DAY,FILLED,,2026-08-26 14:08:43,2026-08-26 14:09:29
3815,38,13,5,B,LMT,150,113.65,DAY,FILLED,,2026-08-18 15:43:03,2026-08-18 15:43:25
3816,121,16,17,S,MKT,50,462.59,DAY,REJ,RISK_LIMIT,2026-08-27 14:35:18,2026-08-27 14:35:30
3817,24,17,19,B,MKT,500,200.88,DAY,FILLED,,2026-08-25 12:55:32,2026-08-25 12:56:42
3818,113,9,11,B,LMT,500,94.55,DAY,FILLED,,2026-08-18 13:58:04,2026-08-18 13:58:29
3819,135,6,3,S,LMT,200,516.08,DAY,FILLED,,2026-08-27 13:48:08,2026-08-27 13:48:56
3820,136,13,3,B,LMT,500,115.13,DAY,FILLED,,2026-08-27 15:12:20,2026-08-27 15:13:49
3821,139,1,6,B,LMT,200,189.35,DAY,FILLED,,2026-08-26 09:08:15,2026-08-26 09:08:50
3822,63,19,24,B,MKT,100,92.98,DAY,FILLED,,2026-08-28 12:28:42,2026-08-28 12:29:51
3823,70,7,4,B,LMT,200,194.94,DAY,FILLED,,2026-08-19 10:23:36,2026-08-19 10:24:10
3824,153,19,16,B,LMT,500,91.49,DAY,FILLED,,2026-08-26 13:44:33,2026-08-26 13:45:58
3825,53,19,16,B,LMT,200,92.76,DAY,FILLED,,2026-08-28 14:11:31,2026-08-28 14:12:46
3826,125,18,20,B,MKT,500,217.05,DAY,FILLED,,2026-08-28 14:11:52,2026-08-28 14:12:24
3827,104,5,4,B,LMT,25,885.78,DAY,FILLED,,2026-08-21 09:32:47,2026-08-21 09:33:21
3828,46,5,11,S,MKT,500,892.49,DAY,FILLED,,2026-08-24 09:23:19,2026-08-24 09:23:21
3829,33,18,1,B,LMT,75,217.09,DAY,FILLED,,2026-08-28 14:09:14,2026-08-28 14:09:51
3830,70,20,4,B,LMT,10,78.3,DAY,FILLED,,2026-08-19 13:35:55,2026-08-19 13:36:58
3831,28,6,22,B,LMT,150,519.08,DAY,FILLED,,2026-08-19 09:31:08,2026-08-19 09:31:09
3832,60,6,21,B,LMT,500,511.05,DAY,FILLED,,2026-08-18 10:50:54,2026-08-18 10:52:13
3833,113,19,11,B,LMT,10,93.04,DAY,FILLED,,2026-08-20 10:49:55,2026-08-20 10:50:30
3834,26,1,21,S,LMT,10,187.49,DAY,REJ,RISK_LIMIT,2026-08-27 11:20:42,2026-08-27 11:21:18
3835,26,12,21,B,MKT,50,513.37,DAY,FILLED,,2026-08-18 09:32:08,2026-08-18 09:33:22
3836,33,8,1,B,MKT,25,442.37,DAY,FILLED,,2026-08-19 10:56:47,2026-08-19 10:57:28
3837,10,6,9,B,MKT,200,520.65,DAY,FILLED,,2026-08-19 09:45:17,2026-08-19 09:46:01
3838,1,11,2,B,LMT,50,157.91,DAY,FILLED,,2026-08-28 12:32:41,2026-08-28 12:34:05
3839,147,15,12,B,MKT,500,527.03,DAY,FILLED,,2026-08-28 15:34:55,2026-08-28 15:35:09
3840,30,14,24,B,MKT,25,159.13,DAY,FILLED,,2026-08-26 09:05:42,2026-08-26 09:06:49
3841,68,12,2,B,LMT,10,523.62,DAY,FILLED,,2026-08-25 10:41:40,2026-08-25 10:42:28
3842,53,20,16,B,MKT,10,78.12,DAY,FILLED,,2026-08-26 10:23:40,2026-08-26 10:24:40
3843,37,15,4,B,LMT,25,521.36,DAY,FILLED,,2026-08-28 11:51:17,2026-08-28 11:51:49
3844,150,15,14,B,LMT,200,531.79,DAY,FILLED,,2026-08-17 12:42:12,2026-08-17 12:42:27
3845,74,2,7,B,MKT,200,429.17,DAY,FILLED,,2026-08-21 09:09:25,2026-08-21 09:09:33
3846,88,18,17,B,LMT,200,208.72,DAY,FILLED,,2026-08-21 13:07:39,2026-08-21 13:08:36
3847,10,11,9,S,MKT,25,158.19,DAY,FILLED,,2026-08-25 11:39:49,2026-08-25 11:40:02
3848,70,12,4,B,MKT,10,523.48,DAY,FILLED,,2026-08-20 10:34:19,2026-08-20 10:34:45
3849,13,17,11,B,LMT,200,202.03,DAY,CXL,,2026-08-24 14:09:02,2026-08-24 14:09:09
3850,112,12,10,S,LMT,100,526.21,DAY,FILLED,,2026-08-28 15:23:05,2026-08-28 15:23:43
3851,36,1,3,B,LMT,100,195.02,DAY,FILLED,,2026-08-28 11:17:20,2026-08-28 11:18:18
3852,150,10,14,B,LMT,50,277.05,DAY,FILLED,,2026-08-21 10:11:53,2026-08-21 10:12:13
3853,72,20,5,B,LMT,100,79.18,DAY,FILLED,,2026-08-24 15:41:21,2026-08-24 15:42:17
3854,130,3,24,B,MKT,150,161.06,DAY,FILLED,,2026-08-17 14:21:46,2026-08-17 14:22:23
3855,22,14,18,B,MKT,200,152.42,DAY,REJ,RISK_LIMIT,2026-08-25 11:53:57,2026-08-25 11:54:35
3856,50,7,14,B,MKT,25,196.2,DAY,CXL,,2026-08-24 13:54:55,2026-08-24 13:55:42
3857,146,10,11,S,MKT,75,272.36,DAY,FILLED,,2026-08-18 11:59:24,2026-08-18 12:00:51
3858,94,14,22,S,MKT,200,153.23,DAY,FILLED,,2026-08-25 15:20:57,2026-08-25 15:21:48
3859,15,14,13,S,LMT,75,156.08,DAY,FILLED,,2026-08-28 15:26:29,2026-08-28 15:26:49
3860,53,16,16,S,MKT,100,438.37,DAY,FILLED,,2026-08-28 15:18:28,2026-08-28 15:18:36
3861,99,2,1,B,LMT,10,412.56,DAY,FILLED,,2026-08-24 10:18:47,2026-08-24 10:19:42
3862,101,4,2,B,LMT,500,183.63,DAY,FILLED,,2026-08-27 15:19:24,2026-08-27 15:20:15
3863,104,6,4,B,LMT,25,508.68,DAY,FILLED,,2026-08-19 12:06:58,2026-08-19 12:07:52
3864,15,13,13,S,MKT,500,113.73,DAY,FILLED,,2026-08-17 12:57:10,2026-08-17 12:58:08
3865,31,14,25,B,LMT,200,151.37,DAY,FILLED,,2026-08-21 09:57:10,2026-08-21 09:57:43
3866,68,20,2,B,MKT,200,75.14,DAY,FILLED,,2026-08-18 12:27:17,2026-08-18 12:28:01
3867,5,16,5,B,LMT,150,447.13,DAY,FILLED,,2026-08-17 10:40:15,2026-08-17 10:41:38
3868,23,20,19,S,MKT,10,76.53,DAY,FILLED,,2026-08-27 10:34:43,2026-08-27 10:36:01
3869,23,3,19,S,LMT,150,165.28,DAY,FILLED,,2026-08-17 15:12:00,2026-08-17 15:12:08
3870,100,3,1,B,LMT,75,167.97,DAY,FILLED,,2026-08-25 12:40:41,2026-08-25 12:41:55
3871,75,17,8,B,MKT,150,209.24,DAY,FILLED,,2026-08-17 13:35:58,2026-08-17 13:37:05
3872,136,9,3,B,LMT,500,94.48,DAY,FILLED,,2026-08-17 10:19:48,2026-08-17 10:21:01
3873,68,9,2,B,LMT,150,99.09,DAY,FILLED,,2026-08-24 15:58:34,2026-08-24 15:59:50
3874,102,3,3,S,LMT,50,168.27,DAY,FILLED,,2026-08-21 14:22:50,2026-08-21 14:23:18
3875,133,3,1,S,LMT,75,168.75,DAY,FILLED,,2026-08-25 10:53:28,2026-08-25 10:54:40
3876,63,9,24,B,LMT,50,95.26,DAY,FILLED,,2026-08-20 09:54:27,2026-08-20 09:54:52
3877,23,6,19,B,MKT,25,501.41,DAY,CXL,,2026-08-17 11:31:19,2026-08-17 11:32:38
3878,115,2,13,B,LMT,150,429.59,DAY,FILLED,,2026-08-19 11:23:25,2026-08-19 11:24:16
3879,123,1,19,S,LMT,10,190.56,DAY,FILLED,,2026-08-17 15:43:36,2026-08-17 15:44:52
3880,19,14,16,S,MKT,75,152.64,DAY,FILLED,,2026-08-18 15:23:56,2026-08-18 15:25:23
3881,55,3,18,S,LMT,500,161.63,DAY,FILLED,,2026-08-19 10:01:14,2026-08-19 10:02:24
3882,51,11,15,B,MKT,50,150.76,DAY,FILLED,,2026-08-17 10:46:47,2026-08-17 10:46:49
3883,85,4,15,B,LMT,50,180.26,DAY,FILLED,,2026-08-18 14:27:33,2026-08-18 14:28:37
3884,60,7,21,S,LMT,200,203.13,DAY,FILLED,,2026-08-21 12:24:59,2026-08-21 12:26:02
3885,130,15,24,B,LMT,75,530.24,DAY,FILLED,,2026-08-26 11:54:27,2026-08-26 11:55:54
3886,87,12,17,B,MKT,500,524.01,DAY,FILLED,,2026-08-21 10:35:15,2026-08-21 10:35:21
3887,152,9,15,B,LMT,25,97.12,DAY,FILLED,,2026-08-27 13:32:14,2026-08-27 13:33:14
3888,116,14,13,B,LMT,50,154.81,DAY,FILLED,,2026-08-17 09:55:48,2026-08-17 09:56:26
3889,51,7,15,B,MKT,75,203.11,DAY,FILLED,,2026-08-27 14:00:58,2026-08-27 14:01:09
3890,11,9,10,B,LMT,150,97.76,DAY,FILLED,,2026-08-26 14:42:51,2026-08-26 14:44:06
3891,67,11,2,B,MKT,25,157.56,DAY,FILLED,,2026-08-28 10:06:41,2026-08-28 10:07:33
3892,17,18,14,B,LMT,500,209.36,DAY,FILLED,,2026-08-21 15:05:24,2026-08-21 15:06:04
3893,84,13,14,S,LMT,50,114.31,DAY,FILLED,,2026-08-25 10:56:08,2026-08-25 10:57:36
3894,107,11,7,S,LMT,200,153.99,DAY,FILLED,,2026-08-20 11:30:35,2026-08-20 11:30:54
3895,124,20,19,B,MKT,100,77.87,DAY,FILLED,,2026-08-28 13:54:56,2026-08-28 13:55:49
3896,124,14,19,B,LMT,50,158.87,DAY,CXL,,2026-08-19 15:53:58,2026-08-19 15:54:20
3897,131,1,25,B,LMT,500,193.27,DAY,FILLED,,2026-08-21 12:45:15,2026-08-21 12:45:56
3898,27,14,22,S,LMT,25,155.03,DAY,FILLED,,2026-08-19 11:36:24,2026-08-19 11:37:21
3899,52,4,15,B,LMT,200,181.03,DAY,FILLED,,2026-08-24 13:12:33,2026-08-24 13:12:45
3900,72,9,5,B,LMT,75,96.03,DAY,FILLED,,2026-08-17 15:08:27,2026-08-17 15:09:04
3901,81,18,12,B,LMT,150,216.66,DAY,FILLED,,2026-08-21 10:54:00,2026-08-21 10:55:26
3902,80,11,11,B,LMT,100,157.94,DAY,FILLED,,2026-08-20 15:37:52,2026-08-20 15:38:55
3903,16,5,13,S,LMT,75,872.43,DAY,FILLED,,2026-08-17 13:18:08,2026-08-17 13:19:09
3904,42,19,8,B,MKT,150,90.06,DAY,FILLED,,2026-08-25 09:51:10,2026-08-25 09:51:17
3905,33,5,1,B,MKT,75,877.95,DAY,FILLED,,2026-08-24 12:09:16,2026-08-24 12:09:21
3906,108,16,7,S,LMT,10,438.31,DAY,FILLED,,2026-08-17 10:28:03,2026-08-17 10:28:50
3907,60,17,21,S,LMT,100,207.31,DAY,FILLED,,2026-08-27 14:08:21,2026-08-27 14:09:48
3908,90,13,19,S,LMT,25,112.01,DAY,FILLED,,2026-08-28 09:44:04,2026-08-28 09:44:51
3909,136,14,3,S,LMT,100,150.88,DAY,FILLED,,2026-08-19 10:38:13,2026-08-19 10:38:58
3910,5,9,5,B,MKT,10,96.62,DAY,FILLED,,2026-08-26 14:50:04,2026-08-26 14:50:09
3911,2,18,3,S,LMT,75,216.15,DAY,FILLED,,2026-08-25 09:59:19,2026-08-25 09:59:42
3912,50,15,14,B,LMT,100,529.1,DAY,FILLED,,2026-08-25 10:57:15,2026-08-25 10:58:03
3913,60,10,21,S,LMT,200,270.53,DAY,FILLED,,2026-08-19 15:06:16,2026-08-19 15:07:21
3914,52,4,15,B,LMT,75,183.5,DAY,FILLED,,2026-08-28 12:44:33,2026-08-28 12:46:00
3915,115,17,13,B,MKT,100,202.92,DAY,FILLED,,2026-08-27 15:44:33,2026-08-27 15:44:48
3916,51,5,15,B,LMT,50,890.75,DAY,FILLED,,2026-08-27 13:10:41,2026-08-27 13:11:49
3917,83,12,14,B,LMT,200,535.18,DAY,FILLED,,2026-08-20 10:18:07,2026-08-20 10:19:30
3918,121,4,17,S,LMT,500,187.78,DAY,FILLED,,2026-08-26 15:35:29,2026-08-26 15:36:05
3919,36,16,3,S,LMT,75,440.99,DAY,FILLED,,2026-08-24 10:29:13,2026-08-24 10:29:39
3920,71,19,5,B,MKT,200,94.25,DAY,FILLED,,2026-08-26 14:07:10,2026-08-26 14:07:41
3921,16,19,13,B,LMT,75,94.01,DAY,FILLED,,2026-08-18 15:09:22,2026-08-18 15:10:28
3922,112,9,10,S,LMT,100,97.32,DAY,FILLED,,2026-08-17 09:13:55,2026-08-17 09:14:24
3923,68,13,2,B,MKT,25,112.31,DAY,FILLED,,2026-08-18 09:21:46,2026-08-18 09:22:23
3924,27,11,22,S,LMT,10,152.61,DAY,FILLED,,2026-08-28 11:38:00,2026-08-28 11:38:02
3925,11,2,10,B,MKT,150,413.56,DAY,FILLED,,2026-08-28 09:31:51,2026-08-28 09:32:25
3926,135,10,3,B,LMT,25,279.68,DAY,FILLED,,2026-08-26 13:28:23,2026-08-26 13:28:32
3927,34,17,2,S,MKT,10,199.35,DAY,FILLED,,2026-08-27 10:24:54,2026-08-27 10:26:05
3928,142,16,8,S,MKT,50,453.61,DAY,FILLED,,2026-08-24 12:59:06,2026-08-24 12:59:51
3929,142,9,8,B,LMT,10,98.35,DAY,FILLED,,2026-08-18 14:51:12,2026-08-18 14:51:50
3930,158,17,20,B,MKT,25,207.75,DAY,FILLED,,2026-08-20 12:49:05,2026-08-20 12:49:28
3931,2,6,3,B,MKT,10,501.77,DAY,FILLED,,2026-08-25 11:48:38,2026-08-25 11:49:34
3932,22,15,18,B,LMT,150,528.99,DAY,FILLED,,2026-08-26 10:37:41,2026-08-26 10:37:58
3933,39,11,6,B,LMT,25,155.37,DAY,FILLED,,2026-08-19 12:03:02,2026-08-19 12:04:04
3934,16,3,13,B,LMT,75,167.44,DAY,FILLED,,2026-08-19 10:05:08,2026-08-19 10:05:21
3935,13,12,11,B,MKT,25,523.36,DAY,FILLED,,2026-08-17 09:37:58,2026-08-17 09:38:46
3936,28,6,22,B,LMT,25,498.17,DAY,FILLED,,2026-08-19 14:54:21,2026-08-19 14:54:29
3937,11,7,10,B,LMT,10,197.27,DAY,FILLED,,2026-08-28 09:37:31,2026-08-28 09:37:45
3938,66,13,1,S,LMT,150,113.69,DAY,FILLED,,2026-08-27 13:50:07,2026-08-27 13:51:17
3939,17,6,14,S,LMT,50,503.92,DAY,FILLED,,2026-08-26 11:56:14,2026-08-26 11:57:00
