ledger_id,account_id,execution_id,amount,ccy,reason_code,value_dt,created_at
1806,132,1806,-451.74,USD,TRADE,2026-08-24,2026-08-24 10:14:08.003000
1807,123,1807,37563.0,USD,TRADE,2026-08-17,2026-08-17 09:08:26.478000
1808,23,1808,1526.31,USD,TRADE,2026-08-20,2026-08-20 12:56:22.245000
1809,151,1809,-55792.5,USD,TRADE,2026-08-21,2026-08-21 13:27:39.732000
1810,53,1810,-20825.99,USD,TRADE,2026-08-24,2026-08-24 13:29:46.456000
1811,81,1811,-15269.0,USD,TRADE,2026-08-21,2026-08-21 13:39:54.319000
1812,66,1812,-4211.74,USD,TRADE,2026-08-21,2026-08-21 13:07:25.608000
1813,66,1813,-4204.49,USD,TRADE,2026-08-21,2026-08-21 13:07:25.898000
1814,66,1814,-4205.49,USD,TRADE,2026-08-21,2026-08-21 13:07:26.093000
1815,152,1815,5897.18,USD,TRADE,2026-08-27,2026-08-27 12:08:38.296000
1816,152,1816,6067.23,USD,TRADE,2026-08-27,2026-08-27 12:08:38.422000
1817,115,1817,8792.91,USD,TRADE,2026-08-17,2026-08-17 14:11:07.746000
1818,87,1818,-4428.89,USD,TRADE,2026-08-28,2026-08-28 10:54:49.085000
1819,58,1819,-2251.74,USD,TRADE,2026-08-17,2026-08-17 15:01:09.561000
1820,49,1820,1553.51,USD,TRADE,2026-08-28,2026-08-28 11:40:43.090000
1821,142,1821,54121.0,USD,TRADE,2026-08-20,2026-08-20 11:44:20.323000
1822,105,1822,-50887.99,USD,TRADE,2026-08-19,2026-08-19 09:54:15.257000
1823,107,1823,-618.36,USD,TRADE,2026-08-25,2026-08-25 15:52:34.602000
1824,107,1824,-618.0,USD,TRADE,2026-08-25,2026-08-25 15:52:35.393000
1825,107,1825,-824.19,USD,TRADE,2026-08-25,2026-08-25 15:52:35.569000
1826,125,1826,-1571.07,USD,TRADE,2026-08-21,2026-08-21 09:29:16.187000
1827,125,1827,-1573.53,USD,TRADE,2026-08-21,2026-08-21 09:29:16.831000
1828,125,1828,-2095.15,USD,TRADE,2026-08-21,2026-08-21 09:29:17.251000
1829,87,1829,-37152.99,USD,TRADE,2026-08-20,2026-08-20 10:08:33.229000
1830,6,1830,11415.01,USD,TRADE,2026-08-20,2026-08-20 11:26:29.468000
1831,123,1831,-5918.49,USD,TRADE,2026-08-28,2026-08-28 11:48:52.197000
1832,143,1832,-2459.74,USD,TRADE,2026-08-26,2026-08-26 10:15:01.089000
1833,143,1833,-2458.99,USD,TRADE,2026-08-26,2026-08-26 10:15:01.868000
1834,143,1834,-2457.24,USD,TRADE,2026-08-26,2026-08-26 10:15:01.981000
1835,143,1835,-2458.24,USD,TRADE,2026-08-26,2026-08-26 10:15:02.168000
1836,75,1836,42420.01,USD,TRADE,2026-08-24,2026-08-24 09:28:52.671000
1837,67,1837,-15081.99,USD,TRADE,2026-08-18,2026-08-18 13:50:53.713000
1838,87,1838,-15269.49,USD,TRADE,2026-08-18,2026-08-18 10:09:20.273000
1839,87,1839,-15272.49,USD,TRADE,2026-08-18,2026-08-18 10:09:20.755000
1840,48,1840,-95107.5,USD,TRADE,2026-08-19,2026-08-19 09:05:03.780000
1841,117,1841,-10404.24,USD,TRADE,2026-08-26,2026-08-26 11:44:02.632000
1842,117,1842,-10399.74,USD,TRADE,2026-08-26,2026-08-26 11:44:03.157000
1843,37,1843,-220652.5,USD,TRADE,2026-08-25,2026-08-25 14:16:15.200000
1844,67,1844,-280.05,USD,TRADE,2026-08-25,2026-08-25 15:12:58.038000
1845,67,1845,-280.17,USD,TRADE,2026-08-25,2026-08-25 15:12:58.569000
1846,67,1846,-372.87,USD,TRADE,2026-08-25,2026-08-25 15:12:58.927000
1847,6,1847,37274.01,USD,TRADE,2026-08-17,2026-08-17 15:23:39.283000
1848,6,1848,37259.76,USD,TRADE,2026-08-17,2026-08-17 15:23:39.709000
1849,41,1849,-39437.5,USD,TRADE,2026-08-24,2026-08-24 12:14:17.177000
1850,103,1850,-2624.09,USD,TRADE,2026-08-27,2026-08-27 09:09:51.093000
1851,103,1851,-2622.64,USD,TRADE,2026-08-27,2026-08-27 09:09:51.336000
1852,82,1852,-26004.89,USD,TRADE,2026-08-28,2026-08-28 12:14:27.700000
1853,82,1853,-26144.84,USD,TRADE,2026-08-28,2026-08-28 12:14:27.763000
1854,82,1854,-26156.53,USD,TRADE,2026-08-28,2026-08-28 12:14:28.126000
1855,132,1855,-4673.99,USD,TRADE,2026-08-27,2026-08-27 11:06:12.249000
1856,17,1856,-4091.49,USD,TRADE,2026-08-19,2026-08-19 15:09:06.571000
1857,140,1857,-3940.99,USD,TRADE,2026-08-27,2026-08-27 12:25:19.336000
1858,1,1858,211697.5,USD,TRADE,2026-08-25,2026-08-25 10:36:59.673000
1859,80,1859,-18665.99,USD,TRADE,2026-08-28,2026-08-28 12:46:08.096000
1860,79,1860,-12585.24,USD,TRADE,2026-08-17,2026-08-17 11:10:39.134000
1861,115,1861,-22217.99,USD,TRADE,2026-08-25,2026-08-25 13:39:38.244000
1862,105,1862,-14609.49,USD,TRADE,2026-08-19,2026-08-19 14:00:03.118000
1863,105,1863,-14632.74,USD,TRADE,2026-08-19,2026-08-19 14:00:03.472000
1864,63,1864,-3361.63,USD,TRADE,2026-08-20,2026-08-20 13:45:00.083000
1865,63,1865,-3576.26,USD,TRADE,2026-08-20,2026-08-20 13:45:00.649000
1866,63,1866,-3576.77,USD,TRADE,2026-08-20,2026-08-20 13:45:01.137000
1867,59,1867,37622.01,USD,TRADE,2026-08-27,2026-08-27 10:56:55.136000
1868,104,1868,52391.01,USD,TRADE,2026-08-25,2026-08-25 12:06:15.180000
1869,156,1869,-135207.99,USD,TRADE,2026-08-18,2026-08-18 14:34:54.353000
1870,104,1870,-45653.99,USD,TRADE,2026-08-26,2026-08-26 12:06:41.555000
1871,104,1871,-45715.99,USD,TRADE,2026-08-26,2026-08-26 12:06:41.828000
1872,33,1872,6300.09,USD,TRADE,2026-08-28,2026-08-28 12:26:07.729000
1873,33,1873,6831.16,USD,TRADE,2026-08-28,2026-08-28 12:26:07.931000
1874,39,1874,11369.01,USD,TRADE,2026-08-25,2026-08-25 11:44:52.478000
1875,39,1875,11378.01,USD,TRADE,2026-08-25,2026-08-25 11:44:53.017000
1876,88,1876,785.96,USD,TRADE,2026-08-20,2026-08-20 13:17:42.475000
1877,88,1877,786.71,USD,TRADE,2026-08-20,2026-08-20 13:17:42.641000
1878,109,1878,44657.5,USD,TRADE,2026-08-21,2026-08-21 09:48:28.529000
1879,159,1879,-8984.99,USD,TRADE,2026-08-21,2026-08-21 12:17:04.231000
1880,138,1880,-21222.99,USD,TRADE,2026-08-18,2026-08-18 12:18:49.030000
1881,70,1881,-2157.49,USD,TRADE,2026-08-21,2026-08-21 11:33:06.514000
1882,4,1882,-85261.0,USD,TRADE,2026-08-17,2026-08-17 10:02:43.680000
1883,100,1883,-70726.25,USD,TRADE,2026-08-18,2026-08-18 13:16:49.073000
1884,100,1884,-70783.75,USD,TRADE,2026-08-18,2026-08-18 13:16:49.831000
1885,136,1885,-2197.74,USD,TRADE,2026-08-19,2026-08-19 12:56:41.256000
1886,136,1886,-2200.74,USD,TRADE,2026-08-19,2026-08-19 12:56:41.586000
1887,34,1887,-5938.74,USD,TRADE,2026-08-28,2026-08-28 09:25:30.328000
1888,34,1888,-5937.24,USD,TRADE,2026-08-28,2026-08-28 09:25:30.493000
1889,30,1889,7655.51,USD,TRADE,2026-08-24,2026-08-24 13:38:27.643000
1890,56,1890,27452.01,USD,TRADE,2026-08-26,2026-08-26 15:01:16.631000
1891,84,1891,-37790.49,USD,TRADE,2026-08-18,2026-08-18 15:52:52.243000
1892,15,1892,-4878.24,USD,TRADE,2026-08-20,2026-08-20 12:08:42.668000
1893,41,1893,-11660.49,USD,TRADE,2026-08-21,2026-08-21 13:41:34.704000
1894,41,1894,-11670.24,USD,TRADE,2026-08-21,2026-08-21 13:41:34.867000
1895,26,1895,-2791.24,USD,TRADE,2026-08-18,2026-08-18 13:20:31.391000
1896,67,1896,-80216.49,USD,TRADE,2026-08-26,2026-08-26 11:17:30.134000
1897,31,1897,12812.76,USD,TRADE,2026-08-28,2026-08-28 11:44:51.542000
1898,31,1898,12802.26,USD,TRADE,2026-08-28,2026-08-28 11:44:51.761000
1899,31,1899,12801.01,USD,TRADE,2026-08-28,2026-08-28 11:44:52.212000
1900,52,1900,-74734.19,USD,TRADE,2026-08-27,2026-08-27 13:11:27.511000
1901,52,1901,-75145.98,USD,TRADE,2026-08-27,2026-08-27 13:11:27.540000
1902,52,1902,-75130.95,USD,TRADE,2026-08-27,2026-08-27 13:11:28.005000
1903,81,1903,78023.01,USD,TRADE,2026-08-18,2026-08-18 12:44:19.123000
1904,92,1904,75642.5,USD,TRADE,2026-08-26,2026-08-26 10:18:17.622000
1905,58,1905,-39913.0,USD,TRADE,2026-08-25,2026-08-25 10:37:38.608000
1906,10,1906,-90917.5,USD,TRADE,2026-08-17,2026-08-17 13:38:35.187000
1907,139,1907,-3887.99,USD,TRADE,2026-08-25,2026-08-25 14:33:18.654000
1908,118,1908,-22743.75,USD,TRADE,2026-08-24,2026-08-24 12:10:35.626000
1909,118,1909,-22761.25,USD,TRADE,2026-08-24,2026-08-24 12:10:35.719000
1910,119,1910,-10610.99,USD,TRADE,2026-08-28,2026-08-28 14:57:42.493000
1911,149,1911,-20847.99,USD,TRADE,2026-08-21,2026-08-21 11:59:21.555000
1912,56,1912,2318.73,USD,TRADE,2026-08-20,2026-08-20 13:32:21.301000
1913,56,1913,2507.36,USD,TRADE,2026-08-20,2026-08-20 13:32:21.911000
1914,159,1914,912.41,USD,TRADE,2026-08-19,2026-08-19 15:06:28.246000
1915,23,1915,786.61,USD,TRADE,2026-08-27,2026-08-27 13:48:01.144000
1916,23,1916,785.76,USD,TRADE,2026-08-27,2026-08-27 13:48:01.245000
1917,33,1917,-6747.99,USD,TRADE,2026-08-26,2026-08-26 11:08:41.567000
1918,33,1918,-6738.99,USD,TRADE,2026-08-26,2026-08-26 11:08:42.321000
1919,84,1919,10433.76,USD,TRADE,2026-08-19,2026-08-19 11:13:45.230000
1920,84,1920,10445.01,USD,TRADE,2026-08-19,2026-08-19 11:13:45.393000
1921,84,1921,10440.26,USD,TRADE,2026-08-19,2026-08-19 11:13:45.635000
1922,154,1922,-567.99,USD,TRADE,2026-08-28,2026-08-28 10:13:22.395000
1923,154,1923,-568.04,USD,TRADE,2026-08-28,2026-08-28 10:13:22.876000
1924,86,1924,-5544.49,USD,TRADE,2026-08-25,2026-08-25 10:37:31.648000
1925,86,1925,-5553.99,USD,TRADE,2026-08-25,2026-08-25 10:37:32.188000
1926,86,1926,-5545.99,USD,TRADE,2026-08-25,2026-08-25 10:37:32.705000
1927,41,1927,13755.39,USD,TRADE,2026-08-28,2026-08-28 12:49:41.282000
1928,41,1928,13963.15,USD,TRADE,2026-08-28,2026-08-28 12:49:41.380000
1929,41,1929,13989.95,USD,TRADE,2026-08-28,2026-08-28 12:49:42.038000
1930,83,1930,-40385.0,USD,TRADE,2026-08-24,2026-08-24 13:55:52.593000
1931,126,1931,4923.76,USD,TRADE,2026-08-17,2026-08-17 11:09:31.712000
1932,126,1932,4928.51,USD,TRADE,2026-08-17,2026-08-17 11:09:32.273000
1933,126,1933,4924.26,USD,TRADE,2026-08-17,2026-08-17 11:09:32.899000
1934,6,1934,22883.75,USD,TRADE,2026-08-25,2026-08-25 13:51:02.728000
1935,6,1935,22848.75,USD,TRADE,2026-08-25,2026-08-25 13:51:02.925000
1936,72,1936,-5645.49,USD,TRADE,2026-08-27,2026-08-27 12:48:17.159000
1937,72,1937,-5638.74,USD,TRADE,2026-08-27,2026-08-27 12:48:17.643000
1938,6,1938,-10448.13,USD,TRADE,2026-08-27,2026-08-27 13:07:50.332000
1939,6,1939,-10602.4,USD,TRADE,2026-08-27,2026-08-27 13:07:50.867000
1940,6,1940,-10597.04,USD,TRADE,2026-08-27,2026-08-27 13:07:51.406000
1941,121,1941,-19479.64,USD,TRADE,2026-08-24,2026-08-24 13:14:46.754000
1942,121,1942,-20042.57,USD,TRADE,2026-08-24,2026-08-24 13:14:47.411000
1943,50,1943,-40127.0,USD,TRADE,2026-08-25,2026-08-25 09:11:34.690000
1944,127,1944,-4567.49,USD,TRADE,2026-08-21,2026-08-21 09:36:13.514000
1945,127,1945,-4569.49,USD,TRADE,2026-08-21,2026-08-21 09:36:13.635000
1946,37,1946,1179.81,USD,TRADE,2026-08-27,2026-08-27 12:01:37.201000
1947,37,1947,1180.77,USD,TRADE,2026-08-27,2026-08-27 12:01:37.526000
1948,37,1948,1277.17,USD,TRADE,2026-08-27,2026-08-27 12:01:37.842000
1949,37,1949,1278.21,USD,TRADE,2026-08-27,2026-08-27 12:01:38.038000
1950,115,1950,-77762.49,USD,TRADE,2026-08-17,2026-08-17 10:49:02.604000
1951,140,1951,13418.01,USD,TRADE,2026-08-17,2026-08-17 09:21:29.046000
1952,158,1952,-259787.5,USD,TRADE,2026-08-18,2026-08-18 10:48:49.781000
1953,100,1953,-34504.74,USD,TRADE,2026-08-19,2026-08-19 10:07:01.133000
1954,100,1954,-34498.74,USD,TRADE,2026-08-19,2026-08-19 10:07:01.223000
1955,117,1955,-7383.24,USD,TRADE,2026-08-21,2026-08-21 10:26:03.167000
1956,4,1956,-10339.11,USD,TRADE,2026-08-24,2026-08-24 10:13:58.332000
1957,4,1957,-11203.74,USD,TRADE,2026-08-24,2026-08-24 10:13:58.837000
1958,158,1958,-9273.99,USD,TRADE,2026-08-20,2026-08-20 14:11:26.327000
1959,158,1959,-9262.99,USD,TRADE,2026-08-20,2026-08-20 14:11:27.040000
1960,158,1960,-9267.49,USD,TRADE,2026-08-20,2026-08-20 14:11:27.768000
1961,90,1961,-1466.11,USD,TRADE,2026-08-25,2026-08-25 09:08:06.573000
1962,90,1962,-1465.31,USD,TRADE,2026-08-25,2026-08-25 09:08:07.343000
1963,90,1963,-1647.18,USD,TRADE,2026-08-25,2026-08-25 09:08:07.786000
1964,110,1964,2098.11,USD,TRADE,2026-08-25,2026-08-25 10:13:29.787000
1965,23,1965,-4485.49,USD,TRADE,2026-08-18,2026-08-18 13:02:31.226000
1966,51,1966,3860.76,USD,TRADE,2026-08-20,2026-08-20 11:34:17.440000
1967,51,1967,3859.51,USD,TRADE,2026-08-20,2026-08-20 11:34:17.651000
1968,51,1968,3859.01,USD,TRADE,2026-08-20,2026-08-20 11:34:17.843000
1969,51,1969,3864.26,USD,TRADE,2026-08-20,2026-08-20 11:34:18.067000
1970,38,1970,-13817.49,USD,TRADE,2026-08-24,2026-08-24 11:00:56.484000
1971,157,1971,-4682.49,USD,TRADE,2026-08-17,2026-08-17 13:33:36.601000
1972,61,1972,8739.71,USD,TRADE,2026-08-26,2026-08-26 10:59:29.455000
1973,100,1973,-33243.99,USD,TRADE,2026-08-17,2026-08-17 09:01:58.118000
1974,82,1974,-12370.74,USD,TRADE,2026-08-28,2026-08-28 13:41:23.671000
1975,82,1975,-12372.99,USD,TRADE,2026-08-28,2026-08-28 13:41:23.761000
1976,62,1976,-9957.99,USD,TRADE,2026-08-25,2026-08-25 12:01:28.434000
1977,62,1977,-9949.99,USD,TRADE,2026-08-25,2026-08-25 12:01:29.187000
1978,141,1978,-22270.74,USD,TRADE,2026-08-21,2026-08-21 14:46:01.315000
1979,101,1979,-433647.5,USD,TRADE,2026-08-17,2026-08-17 13:22:32.217000
1980,57,1980,-6286.47,USD,TRADE,2026-08-26,2026-08-26 09:00:18.129000
1981,57,1981,-6287.43,USD,TRADE,2026-08-26,2026-08-26 09:00:18.220000
1982,57,1982,-6810.52,USD,TRADE,2026-08-26,2026-08-26 09:00:18.594000
1983,57,1983,-6814.55,USD,TRADE,2026-08-26,2026-08-26 09:00:19.295000
1984,30,1984,-4141.39,USD,TRADE,2026-08-17,2026-08-17 12:38:11.166000
1985,23,1985,12635.01,USD,TRADE,2026-08-20,2026-08-20 10:36:47.031000
1986,112,1986,-15405.99,USD,TRADE,2026-08-20,2026-08-20 15:49:57.449000
1987,99,1987,-943.99,USD,TRADE,2026-08-18,2026-08-18 13:05:21.523000
1988,99,1988,-943.04,USD,TRADE,2026-08-18,2026-08-18 13:05:21.783000
1989,22,1989,-11419.74,USD,TRADE,2026-08-25,2026-08-25 13:10:10.023000
1990,100,1990,-6416.43,USD,TRADE,2026-08-25,2026-08-25 10:54:08.542000
1991,100,1991,-6943.25,USD,TRADE,2026-08-25,2026-08-25 10:54:09.200000
1992,21,1992,-993.61,USD,TRADE,2026-08-28,2026-08-28 09:40:13.514000
1993,21,1993,-992.11,USD,TRADE,2026-08-28,2026-08-28 09:40:13.662000
1994,21,1994,-1487.88,USD,TRADE,2026-08-28,2026-08-28 09:40:13.896000
1995,21,1995,-1488.21,USD,TRADE,2026-08-28,2026-08-28 09:40:14.659000
1996,141,1996,44289.01,USD,TRADE,2026-08-18,2026-08-18 10:05:21.429000
1997,141,1997,44287.51,USD,TRADE,2026-08-18,2026-08-18 10:05:21.738000
1998,32,1998,-9232.49,USD,TRADE,2026-08-28,2026-08-28 12:49:12.713000
1999,129,1999,-10279.99,USD,TRADE,2026-08-19,2026-08-19 14:04:33.120000
2000,129,2000,-10264.99,USD,TRADE,2026-08-19,2026-08-19 14:04:33.326000
2001,129,2001,-10267.49,USD,TRADE,2026-08-19,2026-08-19 14:04:33.664000
2002,129,2002,-10279.49,USD,TRADE,2026-08-19,2026-08-19 14:04:33.768000
2003,64,2003,-12165.45,USD,TRADE,2026-08-18,2026-08-18 14:25:03.537000
2004,64,2004,-12344.4,USD,TRADE,2026-08-18,2026-08-18 14:25:03.764000
2005,64,2005,-12354.45,USD,TRADE,2026-08-18,2026-08-18 14:25:03.891000
2006,152,2006,-791.69,USD,TRADE,2026-08-28,2026-08-28 09:05:05.129000
2007,26,2007,934.91,USD,TRADE,2026-08-26,2026-08-26 15:41:35.720000
2008,130,2008,4954.51,USD,TRADE,2026-08-18,2026-08-18 13:41:18.248000
2009,130,2009,4952.01,USD,TRADE,2026-08-18,2026-08-18 13:41:18.991000
2010,130,2010,4956.51,USD,TRADE,2026-08-18,2026-08-18 13:41:19.181000
2011,134,2011,-4744.49,USD,TRADE,2026-08-26,2026-08-26 10:49:29.133000
2012,134,2012,-4738.24,USD,TRADE,2026-08-26,2026-08-26 10:49:29.311000
2013,134,2013,-4742.74,USD,TRADE,2026-08-26,2026-08-26 10:49:30.024000
2014,99,2014,-48062.5,USD,TRADE,2026-08-26,2026-08-26 12:49:07.206000
2015,4,2015,-2110.39,USD,TRADE,2026-08-24,2026-08-24 15:22:29.424000
2016,92,2016,-8354.99,USD,TRADE,2026-08-25,2026-08-25 13:44:07.436000
2017,92,2017,-8341.49,USD,TRADE,2026-08-25,2026-08-25 13:44:07.853000
2018,92,2018,-8343.99,USD,TRADE,2026-08-25,2026-08-25 13:44:07.882000
2019,12,2019,-1651.87,USD,TRADE,2026-08-21,2026-08-21 15:10:18.087000
2020,12,2020,-1654.19,USD,TRADE,2026-08-21,2026-08-21 15:10:18.415000
2021,12,2021,-1860.48,USD,TRADE,2026-08-21,2026-08-21 15:10:19.050000
2022,4,2022,-1846.95,USD,TRADE,2026-08-20,2026-08-20 09:09:06.317000
2023,4,2023,-2001.82,USD,TRADE,2026-08-20,2026-08-20 09:09:06.573000
2024,85,2024,-65543.49,USD,TRADE,2026-08-21,2026-08-21 13:05:05.179000
2025,109,2025,-9383.49,USD,TRADE,2026-08-24,2026-08-24 12:15:35.524000
2026,109,2026,-9381.49,USD,TRADE,2026-08-24,2026-08-24 12:15:35.681000
2027,109,2027,-9386.49,USD,TRADE,2026-08-24,2026-08-24 12:15:36.277000
2028,88,2028,-127416.25,USD,TRADE,2026-08-21,2026-08-21 10:24:54.796000
2029,72,2029,-3861.49,USD,TRADE,2026-08-26,2026-08-26 12:09:02.390000
2030,124,2030,-15746.49,USD,TRADE,2026-08-20,2026-08-20 12:42:46.323000
2031,129,2031,-7785.99,USD,TRADE,2026-08-26,2026-08-26 14:11:24.171000
2032,143,2032,20065.01,USD,TRADE,2026-08-21,2026-08-21 09:28:26.089000
2033,87,2033,-29879.49,USD,TRADE,2026-08-27,2026-08-27 12:30:26.073000
2034,68,2034,-9982.49,USD,TRADE,2026-08-27,2026-08-27 12:37:43.046000
2035,38,2035,-67911.99,USD,TRADE,2026-08-20,2026-08-20 13:26:47.718000
2036,106,2036,268527.5,USD,TRADE,2026-08-17,2026-08-17 14:30:32.267000
2037,67,2037,43846.51,USD,TRADE,2026-08-19,2026-08-19 12:13:55.513000
2038,119,2038,12933.51,USD,TRADE,2026-08-26,2026-08-26 12:38:07.136000
2039,104,2039,-564.51,USD,TRADE,2026-08-27,2026-08-27 10:02:23.050000
2040,146,2040,-14004.87,USD,TRADE,2026-08-17,2026-08-17 09:56:17.495000
2041,146,2041,-14215.04,USD,TRADE,2026-08-17,2026-08-17 09:56:17.736000
2042,146,2042,-14218.39,USD,TRADE,2026-08-17,2026-08-17 09:56:18.165000
2043,11,2043,-3805.49,USD,TRADE,2026-08-17,2026-08-17 09:18:37.249000
2044,11,2044,-3803.24,USD,TRADE,2026-08-17,2026-08-17 09:18:37.432000
2045,11,2045,-3806.49,USD,TRADE,2026-08-17,2026-08-17 09:18:37.895000
2046,2,2046,31797.51,USD,TRADE,2026-08-20,2026-08-20 13:02:47.131000
2047,155,2047,22561.01,USD,TRADE,2026-08-19,2026-08-19 12:44:10.376000
2048,145,2048,76987.5,USD,TRADE,2026-08-17,2026-08-17 10:53:27.331000
2049,151,2049,-4488.19,USD,TRADE,2026-08-21,2026-08-21 13:47:40.786000
2050,106,2050,-9545.99,USD,TRADE,2026-08-19,2026-08-19 09:34:00.654000
2051,139,2051,-14165.49,USD,TRADE,2026-08-17,2026-08-17 13:14:11.088000
2052,85,2052,-38518.74,USD,TRADE,2026-08-17,2026-08-17 09:39:56.536000
2053,85,2053,-38509.74,USD,TRADE,2026-08-17,2026-08-17 09:39:56.847000
2054,89,2054,-9336.99,USD,TRADE,2026-08-27,2026-08-27 14:14:07.422000
2055,154,2055,-38302.5,USD,TRADE,2026-08-19,2026-08-19 09:07:09.087000
2056,47,2056,-9538.49,USD,TRADE,2026-08-21,2026-08-21 14:05:36.097000
2057,47,2057,-9532.24,USD,TRADE,2026-08-21,2026-08-21 14:05:36.610000
2058,47,2058,-9543.49,USD,TRADE,2026-08-21,2026-08-21 14:05:36.761000
2059,47,2059,-9530.99,USD,TRADE,2026-08-21,2026-08-21 14:05:37.265000
2060,103,2060,-993.89,USD,TRADE,2026-08-25,2026-08-25 09:57:57.604000
2061,69,2061,-1811.07,USD,TRADE,2026-08-19,2026-08-19 11:03:12.297000
2062,69,2062,-1963.34,USD,TRADE,2026-08-19,2026-08-19 11:03:12.419000
2063,77,2063,226702.5,USD,TRADE,2026-08-17,2026-08-17 13:54:28.154000
2064,129,2064,-2592.63,USD,TRADE,2026-08-20,2026-08-20 14:52:16.524000
2065,129,2065,-2810.55,USD,TRADE,2026-08-20,2026-08-20 14:52:17.193000
2066,51,2066,9654.51,USD,TRADE,2026-08-20,2026-08-20 15:10:37.701000
2067,51,2067,9650.01,USD,TRADE,2026-08-20,2026-08-20 15:10:38.002000
2068,51,2068,9661.01,USD,TRADE,2026-08-20,2026-08-20 15:10:38.363000
2069,135,2069,-15559.74,USD,TRADE,2026-08-20,2026-08-20 15:47:34.777000
2070,135,2070,-15547.74,USD,TRADE,2026-08-20,2026-08-20 15:47:35.290000
2071,44,2071,-38037.99,USD,TRADE,2026-08-21,2026-08-21 10:55:49.028000
2072,44,2072,-38007.24,USD,TRADE,2026-08-21,2026-08-21 10:55:49.235000
2073,44,2073,-14053.49,USD,TRADE,2026-08-26,2026-08-26 10:35:26.300000
2074,44,2074,-14055.99,USD,TRADE,2026-08-26,2026-08-26 10:35:26.907000
2075,4,2075,751.91,USD,TRADE,2026-08-25,2026-08-25 12:10:53.614000
2076,48,2076,-836.54,USD,TRADE,2026-08-26,2026-08-26 15:18:41.271000
2077,48,2077,-836.94,USD,TRADE,2026-08-26,2026-08-26 15:18:41.842000
2078,42,2078,-28080.99,USD,TRADE,2026-08-26,2026-08-26 09:05:37.492000
2079,42,2079,-28075.99,USD,TRADE,2026-08-26,2026-08-26 09:05:37.840000
2080,29,2080,-15289.99,USD,TRADE,2026-08-17,2026-08-17 12:27:55.353000
2081,29,2081,-15290.99,USD,TRADE,2026-08-17,2026-08-17 12:27:55.577000
2082,114,2082,-3986.49,USD,TRADE,2026-08-19,2026-08-19 15:14:43.285000
2083,114,2083,-3986.74,USD,TRADE,2026-08-19,2026-08-19 15:14:43.750000
2084,114,2084,-3984.99,USD,TRADE,2026-08-19,2026-08-19 15:14:44.502000
2085,71,2085,-45601.19,USD,TRADE,2026-08-18,2026-08-18 14:12:29.452000
2086,71,2086,-45852.51,USD,TRADE,2026-08-18,2026-08-18 14:12:29.729000
2087,71,2087,-45885.91,USD,TRADE,2026-08-18,2026-08-18 14:12:30.387000
2088,110,2088,-80097.5,USD,TRADE,2026-08-26,2026-08-26 11:54:21.196000
2089,11,2089,-51862.99,USD,TRADE,2026-08-21,2026-08-21 13:14:28.363000
2090,100,2090,-4562.49,USD,TRADE,2026-08-21,2026-08-21 12:36:48.448000
2091,72,2091,-3212.61,USD,TRADE,2026-08-19,2026-08-19 10:33:27.660000
2092,69,2092,-38861.49,USD,TRADE,2026-08-18,2026-08-18 12:46:17.566000
2093,69,2093,-38879.49,USD,TRADE,2026-08-18,2026-08-18 12:46:17.637000
2094,25,2094,-27045.99,USD,TRADE,2026-08-20,2026-08-20 12:32:58.379000
2095,107,2095,-35064.15,USD,TRADE,2026-08-19,2026-08-19 14:56:24.730000
2096,107,2096,-35642.31,USD,TRADE,2026-08-19,2026-08-19 14:56:25.279000
2097,107,2097,-35656.38,USD,TRADE,2026-08-19,2026-08-19 14:56:25.333000
2098,116,2098,-22298.49,USD,TRADE,2026-08-19,2026-08-19 13:53:07.317000
2099,116,2099,-22288.99,USD,TRADE,2026-08-19,2026-08-19 13:53:07.758000
2100,9,2100,7944.51,USD,TRADE,2026-08-17,2026-08-17 10:45:15.470000
2101,9,2101,7941.51,USD,TRADE,2026-08-17,2026-08-17 10:45:15.904000
2102,141,2102,225493.75,USD,TRADE,2026-08-19,2026-08-19 14:11:26.540000
2103,141,2103,225298.75,USD,TRADE,2026-08-19,2026-08-19 14:11:26.896000
2104,154,2104,10366.01,USD,TRADE,2026-08-25,2026-08-25 12:48:13.429000
2105,154,2105,10372.26,USD,TRADE,2026-08-25,2026-08-25 12:48:14.101000
2106,154,2106,10378.76,USD,TRADE,2026-08-25,2026-08-25 12:48:14.807000
2107,36,2107,-89382.99,USD,TRADE,2026-08-18,2026-08-18 14:29:03.050000
2108,36,2108,-89460.99,USD,TRADE,2026-08-18,2026-08-18 14:29:03.261000
2109,103,2109,-83122.17,USD,TRADE,2026-08-28,2026-08-28 14:57:56.102000
2110,103,2110,-83666.32,USD,TRADE,2026-08-28,2026-08-28 14:57:56.671000
2111,103,2111,-83604.53,USD,TRADE,2026-08-28,2026-08-28 14:57:56.813000
2112,83,2112,-40343.0,USD,TRADE,2026-08-20,2026-08-20 12:05:29.050000
2113,138,2113,-22775.49,USD,TRADE,2026-08-18,2026-08-18 14:49:15.645000
2114,138,2114,-22775.99,USD,TRADE,2026-08-18,2026-08-18 14:49:15.692000
2115,46,2115,12014.01,USD,TRADE,2026-08-28,2026-08-28 11:52:34.594000
2116,63,2116,-212782.5,USD,TRADE,2026-08-19,2026-08-19 15:55:44.669000
2117,57,2117,-1471.47,USD,TRADE,2026-08-24,2026-08-24 14:33:37.165000
