execution_id,order_id,account_id,security_id,fill_qty,fill_px,commission,venue,fill_ts
6745,4148,121,9,500,97.09,2.5,NASDAQ,2026-08-25 15:45:38.759000
6746,4149,78,18,10,215.46,0.99,BATS,2026-08-20 11:23:28.129000
6747,4150,75,17,50,200.55,0.99,DARK,2026-08-28 14:24:16.669000
6748,4151,153,20,50,76.48,0.99,ARCA,2026-08-25 09:37:39.309000
6749,4152,6,4,12,180.06,0.99,ARCA,2026-08-24 10:04:28.731000
6750,4152,6,4,13,179.87,0.99,NASDAQ,2026-08-24 10:04:29.239000
6751,4153,88,18,500,220.02,2.5,DARK,2026-08-28 13:58:38.476000
6752,4154,27,18,5,214.39,0.99,BATS,2026-08-27 11:41:55.582000
6753,4154,27,18,5,214.33,0.99,BATS,2026-08-27 11:41:56.319000
6754,4155,159,17,10,200.17,0.99,BATS,2026-08-25 14:29:21.156000
6755,4156,11,20,3,78.82,0.99,DARK,2026-08-24 11:30:29.557000
6756,4156,11,20,3,78.8,0.99,BATS,2026-08-24 11:30:29.630000
6757,4156,11,20,4,78.75,0.99,NASDAQ,2026-08-24 11:30:29.929000
6758,4157,140,6,200,508.1,1.0,NYSE,2026-08-17 09:34:30.767000
6759,4158,95,8,10,458.23,0.99,ARCA,2026-08-17 13:06:09.174000
6760,4159,72,15,500,521.99,2.5,ARCA,2026-08-17 15:36:37.385000
6761,4160,94,11,8,151.44,0.99,ARCA,2026-08-26 11:59:28.348000
6762,4160,94,11,8,151.24,0.99,ARCA,2026-08-26 11:59:28.617000
6763,4160,94,11,9,151.37,0.99,ARCA,2026-08-26 11:59:28.657000
6764,4161,51,20,3,76.94,0.99,ARCA,2026-08-20 13:29:10.689000
6765,4161,51,20,3,76.84,0.99,ARCA,2026-08-20 13:29:10.880000
6766,4161,51,20,4,76.9,0.99,NASDAQ,2026-08-20 13:29:11.156000
6767,4162,64,5,25,855.58,0.99,DARK,2026-08-27 13:00:06.461000
6768,4163,63,18,50,211.15,0.99,ARCA,2026-08-20 13:43:45.156000
6769,4163,63,18,50,211.14,0.99,DARK,2026-08-20 13:43:45.232000
6770,4164,68,2,5,413.87,0.99,NASDAQ,2026-08-24 13:56:33.580000
6771,4164,68,2,5,413.52,0.99,NASDAQ,2026-08-24 13:56:33.732000
6772,4165,84,4,50,181.64,0.99,NASDAQ,2026-08-28 11:03:39.798000
6773,4166,142,20,500,77.8,2.5,DARK,2026-08-27 10:15:12.080000
6774,4167,42,20,25,75.98,0.99,BATS,2026-08-28 13:38:44.378000
6775,4168,71,13,500,109.98,2.5,ARCA,2026-08-21 10:54:56.556000
6776,4169,36,17,16,206.46,0.99,DARK,2026-08-17 11:59:42.694000
6777,4169,36,17,17,206.64,0.99,DARK,2026-08-17 11:59:43.300000
6778,4169,36,17,17,206.66,0.99,BATS,2026-08-17 11:59:43.339000
6779,4170,11,4,66,189.03,0.99,NYSE,2026-08-20 15:00:12.629000
6780,4170,11,4,67,188.99,0.99,BATS,2026-08-20 15:00:12.988000
6781,4170,11,4,67,188.86,0.99,DARK,2026-08-20 15:00:13.229000
6782,4171,14,6,50,519.3,0.99,NASDAQ,2026-08-26 14:04:14.597000
6783,4172,33,5,25,883.24,0.99,DARK,2026-08-18 09:14:52.101000
6784,4173,83,16,37,456.95,0.99,NYSE,2026-08-19 15:16:05.600000
6785,4173,83,16,37,456.11,0.99,ARCA,2026-08-19 15:16:06.260000
6786,4173,83,16,38,456.74,0.99,ARCA,2026-08-19 15:16:06.484000
6787,4173,83,16,38,456.41,0.99,ARCA,2026-08-19 15:16:06.513000
6788,4174,128,10,10,278.01,0.99,ARCA,2026-08-28 10:57:52.296000
6789,4175,19,8,16,446.87,0.99,ARCA,2026-08-28 14:01:53.649000
6790,4175,19,8,17,447.05,0.99,DARK,2026-08-28 14:01:54.413000
6791,4175,19,8,17,446.93,0.99,DARK,2026-08-28 14:01:54.513000
6792,4176,8,6,166,502.32,0.99,BATS,2026-08-26 09:20:11.800000
6793,4176,8,6,167,502.32,0.99,BATS,2026-08-26 09:20:11.934000
6794,4176,8,6,167,501.76,0.99,NYSE,2026-08-26 09:20:12.066000
6795,4177,50,18,25,208.91,0.99,DARK,2026-08-20 11:33:06.341000
6796,4178,55,12,37,532.37,0.99,ARCA,2026-08-21 10:04:48.337000
6797,4178,55,12,38,531.41,0.99,BATS,2026-08-21 10:04:48.380000
6798,4179,150,19,25,94.14,0.99,ARCA,2026-08-26 13:35:19.033000
6799,4180,112,12,3,510.15,0.99,NASDAQ,2026-08-24 09:25:23.375000
6800,4182,76,17,500,200.55,2.5,DARK,2026-08-24 09:04:12.042000
6801,4183,114,11,50,153.94,0.99,NASDAQ,2026-08-19 09:56:36.148000
6802,4184,7,19,75,91.87,0.99,DARK,2026-08-26 12:41:21.159000
6803,4184,7,19,75,91.95,0.99,DARK,2026-08-26 12:41:21.355000
6804,4185,127,20,100,77.07,0.99,NYSE,2026-08-20 11:35:13.478000
6805,4186,120,16,10,442.32,0.99,NASDAQ,2026-08-24 11:28:54.145000
6806,4187,110,14,10,151.49,0.99,BATS,2026-08-21 14:00:42.144000
6807,4188,15,10,100,281.0,0.99,BATS,2026-08-26 12:21:39.031000
6808,4189,42,3,10,165.09,0.99,DARK,2026-08-28 10:01:19.449000
6809,4190,128,8,25,446.38,0.99,DARK,2026-08-27 11:14:08.749000
6810,4191,37,12,150,528.17,0.99,ARCA,2026-08-19 15:15:32.633000
6811,4192,115,12,50,505.87,0.99,BATS,2026-08-24 10:50:53.050000
6812,4192,115,12,50,505.71,0.99,ARCA,2026-08-24 10:50:53.725000
6813,4192,115,12,50,504.99,0.99,BATS,2026-08-24 10:50:53.999000
6814,4193,146,5,50,859.66,0.99,NASDAQ,2026-08-17 10:57:48.693000
6815,4194,135,17,25,211.24,0.99,NYSE,2026-08-27 13:46:30.453000
6816,4195,8,17,250,204.55,1.25,BATS,2026-08-21 09:56:01.422000
6817,4195,8,17,250,204.56,1.25,BATS,2026-08-21 09:56:01.923000
6818,4197,58,13,25,113.69,0.99,DARK,2026-08-28 09:28:47.637000
6819,4197,58,13,25,113.61,0.99,DARK,2026-08-28 09:28:47.741000
6820,4199,29,2,50,421.53,0.99,NYSE,2026-08-19 14:12:14.522000
6821,4200,63,18,37,220.79,0.99,ARCA,2026-08-28 10:43:46.269000
6822,4200,63,18,38,220.63,0.99,DARK,2026-08-28 10:43:46.750000
6823,4201,133,20,25,77.45,0.99,BATS,2026-08-26 10:37:41.031000
6824,4202,67,10,25,278.38,0.99,BATS,2026-08-27 12:55:01.042000
6825,4203,157,6,75,521.59,0.99,NYSE,2026-08-20 10:33:23.430000
6826,4204,119,6,12,522.1,0.99,BATS,2026-08-25 12:52:58.123000
6827,4204,119,6,13,521.5,0.99,DARK,2026-08-25 12:52:58.288000
6828,4205,92,13,100,109.81,0.99,DARK,2026-08-20 13:16:43.280000
6829,4206,41,14,3,152.72,0.99,NYSE,2026-08-20 11:16:19.562000
6830,4206,41,14,3,152.72,0.99,BATS,2026-08-20 11:16:19.653000
6831,4206,41,14,4,152.78,0.99,NASDAQ,2026-08-20 11:16:20.175000
6832,4207,142,13,50,113.67,0.99,BATS,2026-08-26 11:41:48.725000
6833,4207,142,13,50,113.5,0.99,NYSE,2026-08-26 11:41:48.872000
6834,4207,142,13,50,113.61,0.99,BATS,2026-08-26 11:41:49.361000
6835,4207,142,13,50,113.57,0.99,NYSE,2026-08-26 11:41:49.741000
6836,4208,45,14,25,152.75,0.99,BATS,2026-08-21 12:08:08.476000
6837,4209,147,14,37,153.03,0.99,BATS,2026-08-25 15:29:22.784000
6838,4209,147,14,38,153.19,0.99,BATS,2026-08-25 15:29:23.527000
6839,4210,105,8,50,462.79,0.99,BATS,2026-08-26 13:57:27.528000
6840,4211,65,2,66,427.64,0.99,NYSE,2026-08-21 13:22:58.702000
6841,4211,65,2,67,427.41,0.99,BATS,2026-08-21 13:22:59.077000
6842,4211,65,2,67,427.67,0.99,NASDAQ,2026-08-21 13:22:59.448000
6843,4212,158,5,100,861.91,0.99,NASDAQ,2026-08-26 14:35:07.500000
6844,4213,51,18,50,216.49,0.99,NYSE,2026-08-20 13:21:50.414000
6845,4214,68,3,166,165.1,0.99,DARK,2026-08-20 11:47:02.088000
6846,4214,68,3,167,165.2,0.99,BATS,2026-08-20 11:47:02.132000
6847,4214,68,3,167,165.36,0.99,DARK,2026-08-20 11:47:02.387000
6848,4215,82,6,500,507.4,2.5,NASDAQ,2026-08-20 12:59:49.799000
6849,4216,130,10,10,272.58,0.99,DARK,2026-08-17 09:33:07.760000
6850,4217,97,4,100,183.49,0.99,ARCA,2026-08-28 13:24:48.469000
6851,4218,113,13,250,111.81,1.25,NYSE,2026-08-17 10:05:02.296000
6852,4218,113,13,250,111.72,1.25,ARCA,2026-08-17 10:05:02.484000
6853,4219,123,19,25,89.47,0.99,DARK,2026-08-27 13:00:11.178000
6854,4219,123,19,25,89.55,0.99,ARCA,2026-08-27 13:00:11.741000
6855,4220,88,10,10,271.48,0.99,DARK,2026-08-25 12:55:45.781000
6856,4222,27,12,500,534.71,2.5,DARK,2026-08-20 11:48:59.565000
6857,4223,74,3,25,168.1,0.99,NASDAQ,2026-08-28 12:08:55.527000
6858,4224,44,3,66,166.98,0.99,ARCA,2026-08-27 10:36:20.355000
6859,4224,44,3,67,167.06,0.99,NYSE,2026-08-27 10:36:20.490000
6860,4224,44,3,67,167.15,0.99,DARK,2026-08-27 10:36:20.987000
6861,4225,103,8,250,450.82,1.25,BATS,2026-08-18 13:41:37.759000
6862,4225,103,8,250,450.46,1.25,NASDAQ,2026-08-18 13:41:38.489000
6863,4226,120,20,75,78.16,0.99,NASDAQ,2026-08-28 11:24:34.410000
6864,4226,120,20,75,78.12,0.99,ARCA,2026-08-28 11:24:35.134000
6865,4227,135,16,10,440.09,0.99,BATS,2026-08-27 15:24:47.697000
6866,4228,78,4,150,185.2,0.99,DARK,2026-08-17 10:09:51.555000
6867,4229,58,12,37,534.36,0.99,NYSE,2026-08-19 12:54:11.747000
6868,4229,58,12,38,533.77,0.99,NYSE,2026-08-19 12:54:12.174000
6869,4230,159,3,200,169.81,1.0,NYSE,2026-08-26 14:41:39.353000
6870,4231,97,19,50,93.25,0.99,NYSE,2026-08-28 10:46:11.723000
6871,4232,21,19,25,89.44,0.99,BATS,2026-08-26 10:07:04.267000
6872,4232,21,19,25,89.39,0.99,NYSE,2026-08-26 10:07:04.589000
6873,4233,159,20,75,75.68,0.99,ARCA,2026-08-20 13:36:08.424000
6874,4234,112,19,200,90.07,1.0,DARK,2026-08-19 10:50:08.405000
6875,4235,5,15,25,520.48,0.99,NASDAQ,2026-08-21 10:42:24.029000
6876,4235,5,15,25,520.78,0.99,BATS,2026-08-21 10:42:24.706000
6877,4235,5,15,25,520.94,0.99,NASDAQ,2026-08-21 10:42:24.747000
6878,4236,19,10,200,268.53,1.0,ARCA,2026-08-18 12:42:15.283000
6879,4237,150,15,50,522.25,0.99,BATS,2026-08-24 15:05:44.041000
6880,4238,117,3,250,168.08,1.25,BATS,2026-08-20 10:08:55.265000
6881,4238,117,3,250,168.07,1.25,NASDAQ,2026-08-20 10:08:55.604000
6882,4239,155,1,75,191.01,0.99,BATS,2026-08-18 11:43:54.156000
6883,4240,93,2,100,423.62,0.99,NYSE,2026-08-28 09:07:11.083000
6884,4241,15,13,37,110.53,0.99,NASDAQ,2026-08-26 15:36:37.375000
6885,4242,29,16,16,441.91,0.99,ARCA,2026-08-21 12:08:26.528000
6886,4242,29,16,17,441.95,0.99,BATS,2026-08-21 12:08:27.203000
6887,4242,29,16,17,442.26,0.99,BATS,2026-08-21 12:08:27.621000
6888,4243,15,15,6,531.08,0.99,DARK,2026-08-20 15:46:19.131000
6889,4243,15,15,6,530.8,0.99,NASDAQ,2026-08-20 15:46:19.668000
6890,4243,15,15,6,531.19,0.99,DARK,2026-08-20 15:46:20.425000
6891,4243,15,15,7,531.05,0.99,ARCA,2026-08-20 15:46:21.205000
6892,4244,35,1,500,187.0,2.5,DARK,2026-08-24 12:25:32.381000
6893,4245,139,1,75,188.95,0.99,ARCA,2026-08-24 10:41:59.040000
6894,4246,28,1,3,184.7,0.99,NYSE,2026-08-17 09:57:36.448000
6895,4246,28,1,3,184.98,0.99,ARCA,2026-08-17 09:57:36.895000
6896,4246,28,1,4,184.96,0.99,ARCA,2026-08-17 09:57:37.048000
6897,4247,147,8,500,456.38,2.5,DARK,2026-08-24 15:16:05.172000
6898,4248,151,4,500,187.94,2.5,BATS,2026-08-28 15:37:45.717000
6899,4249,55,4,25,186.97,0.99,BATS,2026-08-25 09:50:13.127000
6900,4249,55,4,25,186.87,0.99,NASDAQ,2026-08-25 09:50:13.276000
6901,4249,55,4,25,186.98,0.99,NASDAQ,2026-08-25 09:50:14.004000
6902,4249,55,4,25,186.92,0.99,DARK,2026-08-25 09:50:14.555000
6903,4250,3,17,25,210.85,0.99,NASDAQ,2026-08-19 15:13:06.060000
6904,4251,148,17,10,205.31,0.99,DARK,2026-08-28 09:18:10.692000
6905,4252,114,17,25,203.63,0.99,DARK,2026-08-24 14:02:48.566000
6906,4253,134,3,200,166.24,1.0,ARCA,2026-08-25 14:11:25.562000
6907,4254,78,10,100,276.7,0.99,ARCA,2026-08-25 09:05:29.471000
6908,4255,158,9,75,96.41,0.99,NASDAQ,2026-08-21 14:40:04.574000
6909,4256,19,8,66,457.73,0.99,NYSE,2026-08-19 09:53:43.131000
6910,4256,19,8,67,457.84,0.99,NYSE,2026-08-19 09:53:43.649000
6911,4256,19,8,67,458.58,0.99,DARK,2026-08-19 09:53:44.146000
6912,4257,91,3,50,162.85,0.99,NASDAQ,2026-08-25 11:47:56.321000
6913,4257,91,3,50,163.02,0.99,BATS,2026-08-25 11:47:56.855000
6914,4257,91,3,50,162.94,0.99,NASDAQ,2026-08-25 11:47:57.018000
6915,4257,91,3,50,162.94,0.99,NYSE,2026-08-25 11:47:57.586000
6916,4258,29,14,50,156.53,0.99,DARK,2026-08-25 15:48:18.527000
6917,4259,94,20,75,77.38,0.99,NYSE,2026-08-18 15:14:13.232000
6918,4259,94,20,75,77.37,0.99,BATS,2026-08-18 15:14:13.766000
6919,4260,152,9,100,97.32,0.99,BATS,2026-08-25 14:28:49.206000
6920,4260,152,9,100,97.36,0.99,BATS,2026-08-25 14:28:49.642000
6921,4261,35,11,25,152.25,0.99,NYSE,2026-08-26 14:36:28.452000
6922,4262,56,14,100,158.99,0.99,BATS,2026-08-17 12:09:39.383000
6923,4263,100,20,75,74.96,0.99,NASDAQ,2026-08-28 13:34:49.754000
6924,4263,100,20,75,75.01,0.99,BATS,2026-08-28 13:34:50.405000
6925,4264,8,3,166,164.92,0.99,DARK,2026-08-21 11:31:07.657000
6926,4264,8,3,167,164.82,0.99,NYSE,2026-08-21 11:31:08.079000
6927,4264,8,3,167,165.09,0.99,BATS,2026-08-21 11:31:08.727000
6928,4265,117,10,200,270.76,1.0,NASDAQ,2026-08-18 13:18:06.632000
6929,4266,35,15,10,524.06,0.99,BATS,2026-08-25 13:44:31.246000
6930,4267,24,13,37,112.94,0.99,NYSE,2026-08-28 09:29:51.122000
6931,4267,24,13,38,112.9,0.99,ARCA,2026-08-28 09:29:51.504000
6932,4268,126,2,75,427.9,0.99,BATS,2026-08-17 14:55:26.045000
6933,4269,64,8,200,440.72,1.0,DARK,2026-08-25 15:16:03.784000
6934,4270,46,14,500,158.93,2.5,DARK,2026-08-20 09:01:46.571000
6935,4271,19,14,75,151.86,0.99,BATS,2026-08-27 10:59:00.794000
6936,4272,76,6,37,509.62,0.99,ARCA,2026-08-26 13:38:41.533000
6937,4272,76,6,38,509.53,0.99,ARCA,2026-08-26 13:38:41.578000
6938,4273,15,11,25,151.44,0.99,BATS,2026-08-27 09:52:46.583000
6939,4273,15,11,25,151.26,0.99,ARCA,2026-08-27 09:52:46.949000
6940,4273,15,11,25,151.34,0.99,NASDAQ,2026-08-27 09:52:47.005000
6941,4274,47,18,12,210.21,0.99,DARK,2026-08-21 11:24:52.581000
6942,4274,47,18,12,210.37,0.99,NYSE,2026-08-21 11:24:52.723000
6943,4274,47,18,13,210.22,0.99,DARK,2026-08-21 11:24:52.962000
6944,4274,47,18,13,210.33,0.99,ARCA,2026-08-21 11:24:53.697000
6945,4275,158,8,50,450.37,0.99,DARK,2026-08-20 12:28:49.439000
6946,4275,158,8,50,450.12,0.99,NASDAQ,2026-08-20 12:28:49.555000
6947,4275,158,8,50,450.14,0.99,NYSE,2026-08-20 12:28:50.343000
6948,4276,26,20,50,76.76,0.99,DARK,2026-08-25 15:45:31.406000
6949,4276,26,20,50,76.81,0.99,NASDAQ,2026-08-25 15:45:31.954000
6950,4277,131,6,500,508.46,2.5,NYSE,2026-08-19 12:00:25.537000
6951,4278,116,15,12,535.2,0.99,NYSE,2026-08-17 14:08:13.703000
6952,4278,116,15,13,535.88,0.99,ARCA,2026-08-17 14:08:13.812000
6953,4279,77,13,50,112.98,0.99,ARCA,2026-08-18 10:04:16.126000
6954,4280,31,19,150,92.9,0.99,NASDAQ,2026-08-21 15:36:09.201000
6955,4281,24,11,200,151.09,1.0,ARCA,2026-08-19 09:42:44.757000
6956,4282,60,11,10,154.22,0.99,DARK,2026-08-28 12:50:14.446000
6957,4283,79,12,150,513.4,0.99,ARCA,2026-08-25 10:11:43.452000
6958,4284,67,1,25,189.31,0.99,ARCA,2026-08-28 13:49:23.612000
6959,4285,106,16,25,454.47,0.99,BATS,2026-08-18 13:19:17.423000
6960,4286,115,9,166,98.71,0.99,BATS,2026-08-17 09:06:40.215000
6961,4286,115,9,167,98.73,0.99,NYSE,2026-08-17 09:06:40.259000
6962,4286,115,9,167,98.7,0.99,NYSE,2026-08-17 09:06:40.428000
6963,4287,141,9,10,98.46,0.99,DARK,2026-08-26 12:22:44.565000
6964,4288,136,3,25,160.68,0.99,NYSE,2026-08-21 14:53:15.081000
6965,4289,7,15,37,538.72,0.99,BATS,2026-08-24 09:29:44.442000
6966,4289,7,15,37,539.2,0.99,NYSE,2026-08-24 09:29:44.773000
6967,4289,7,15,38,538.9,0.99,NASDAQ,2026-08-24 09:29:45.316000
6968,4289,7,15,38,539.04,0.99,NYSE,2026-08-24 09:29:45.347000
6969,4290,103,7,75,203.24,0.99,BATS,2026-08-25 13:17:08.368000
6970,4291,94,15,25,534.87,0.99,NASDAQ,2026-08-19 12:09:35.495000
6971,4292,131,2,5,426.79,0.99,BATS,2026-08-19 12:52:48.515000
6972,4292,131,2,5,426.77,0.99,NYSE,2026-08-19 12:52:48.820000
6973,4293,68,14,16,155.65,0.99,NASDAQ,2026-08-17 11:56:42.551000
6974,4293,68,14,17,155.78,0.99,DARK,2026-08-17 11:56:43.192000
6975,4293,68,14,17,155.89,0.99,NYSE,2026-08-17 11:56:43.216000
6976,4294,55,10,200,274.91,1.0,ARCA,2026-08-26 10:47:52.089000
6977,4295,54,15,125,524.17,0.99,ARCA,2026-08-25 12:01:15.651000
6978,4295,54,15,125,523.53,0.99,NASDAQ,2026-08-25 12:01:15.671000
6979,4295,54,15,125,523.74,0.99,NASDAQ,2026-08-25 12:01:15.705000
6980,4295,54,15,125,524.03,0.99,NYSE,2026-08-25 12:01:15.942000
6981,4296,27,10,37,267.76,0.99,NASDAQ,2026-08-25 15:53:31.519000
6982,4296,27,10,37,268.18,0.99,ARCA,2026-08-25 15:53:32.298000
6983,4296,27,10,38,268.0,0.99,NYSE,2026-08-25 15:53:33.057000
6984,4296,27,10,38,267.93,0.99,ARCA,2026-08-25 15:53:33.319000
6985,4297,50,15,66,538.88,0.99,NASDAQ,2026-08-21 11:23:28.107000
6986,4297,50,15,67,538.62,0.99,DARK,2026-08-21 11:23:28.635000
6987,4297,50,15,67,539.03,0.99,NASDAQ,2026-08-21 11:23:28.935000
6988,4298,126,15,50,541.29,0.99,BATS,2026-08-24 13:19:57.281000
6989,4299,91,20,75,75.77,0.99,BATS,2026-08-24 12:53:39.346000
6990,4300,8,18,25,214.44,0.99,NASDAQ,2026-08-26 09:26:20.355000
6991,4301,142,4,37,188.48,0.99,BATS,2026-08-25 13:56:17.668000
6992,4301,142,4,38,188.28,0.99,BATS,2026-08-25 13:56:17.824000
6993,4302,89,7,50,200.1,0.99,DARK,2026-08-28 15:40:35.223000
6994,4303,47,12,200,534.54,1.0,BATS,2026-08-28 14:56:43.373000
6995,4304,91,4,75,183.55,0.99,NYSE,2026-08-18 11:58:01.721000
6996,4304,91,4,75,183.45,0.99,NYSE,2026-08-18 11:58:02.166000
6997,4305,92,14,25,151.96,0.99,NYSE,2026-08-26 12:42:51.572000
6998,4306,109,8,16,457.68,0.99,BATS,2026-08-28 13:57:14.637000
6999,4306,109,8,17,457.54,0.99,NASDAQ,2026-08-28 13:57:15.335000
7000,4306,109,8,17,457.59,0.99,BATS,2026-08-28 13:57:15.421000
7001,4307,51,1,200,190.49,1.0,NYSE,2026-08-28 09:27:21.358000
7002,4308,6,20,166,78.86,0.99,NYSE,2026-08-20 11:32:28.696000
7003,4309,140,15,75,543.87,0.99,NASDAQ,2026-08-27 13:00:58.374000
7004,4309,140,15,75,543.36,0.99,DARK,2026-08-27 13:00:59.055000
7005,4310,44,7,100,194.24,0.99,BATS,2026-08-19 14:50:05.728000
7006,4311,19,8,3,460.55,0.99,NASDAQ,2026-08-19 10:31:57.325000
7007,4311,19,8,3,460.65,0.99,DARK,2026-08-19 10:31:57.357000
7008,4311,19,8,4,460.2,0.99,NYSE,2026-08-19 10:31:57.481000
7009,4312,114,18,200,219.26,1.0,NASDAQ,2026-08-17 15:46:53.673000
7010,4313,90,15,25,535.37,0.99,NASDAQ,2026-08-27 11:14:29.105000
7011,4314,124,11,37,152.7,0.99,BATS,2026-08-17 12:01:20.261000
7012,4314,124,11,38,152.69,0.99,ARCA,2026-08-17 12:01:20.850000
7013,4315,91,15,150,541.97,0.99,NASDAQ,2026-08-20 12:51:55.023000
7014,4316,48,5,50,887.37,0.99,BATS,2026-08-25 13:38:08.036000
7015,4317,85,3,50,169.81,0.99,ARCA,2026-08-18 09:49:11.590000
7016,4317,85,3,50,169.75,0.99,ARCA,2026-08-18 09:49:12.256000
7017,4318,156,17,75,209.49,0.99,NASDAQ,2026-08-18 15:53:28.325000
7018,4319,28,7,50,193.09,0.99,NASDAQ,2026-08-27 11:47:13.071000
7019,4320,160,11,37,156.55,0.99,BATS,2026-08-25 09:12:01.193000
7020,4320,160,11,38,156.59,0.99,NYSE,2026-08-25 09:12:01.577000
7021,4321,45,11,100,150.43,0.99,ARCA,2026-08-24 12:38:13.267000
7022,4321,45,11,100,150.34,0.99,NASDAQ,2026-08-24 12:38:13.595000
7023,4322,2,12,500,517.76,2.5,NASDAQ,2026-08-20 11:39:26.254000
7024,4323,84,5,100,878.63,0.99,NYSE,2026-08-26 14:15:38.300000
7025,4323,84,5,100,880.08,0.99,ARCA,2026-08-26 14:15:38.556000
7026,4324,101,20,25,78.52,0.99,DARK,2026-08-21 09:50:19.594000
7027,4325,95,8,50,460.5,0.99,DARK,2026-08-20 14:58:29.662000
7028,4325,95,8,50,460.39,0.99,NASDAQ,2026-08-20 14:58:30.057000
7029,4326,129,1,25,185.25,0.99,ARCA,2026-08-19 14:34:49.293000
7030,4326,129,1,25,184.94,0.99,ARCA,2026-08-19 14:34:50.039000
7031,4327,91,19,3,90.26,0.99,NYSE,2026-08-25 11:34:58.648000
7032,4327,91,19,3,90.31,0.99,DARK,2026-08-25 11:34:59.411000
7033,4327,91,19,4,90.28,0.99,NASDAQ,2026-08-25 11:34:59.991000
7034,4328,60,12,100,522.23,0.99,BATS,2026-08-28 11:00:08.662000
7035,4328,60,12,100,521.98,0.99,ARCA,2026-08-28 11:00:08.831000
7036,4329,111,6,75,514.9,0.99,NYSE,2026-08-25 11:23:26.695000
7037,4329,111,6,75,514.68,0.99,ARCA,2026-08-25 11:23:27.206000
7038,4330,141,10,5,281.38,0.99,ARCA,2026-08-26 13:43:11.120000
7039,4330,141,10,5,281.35,0.99,BATS,2026-08-26 13:43:11.371000
7040,4331,129,10,200,278.43,1.0,DARK,2026-08-21 12:46:43.414000
7041,4332,117,2,8,408.41,0.99,DARK,2026-08-17 14:58:28.168000
7042,4332,117,2,8,408.1,0.99,DARK,2026-08-17 14:58:28.594000
7043,4332,117,2,9,407.69,0.99,DARK,2026-08-17 14:58:28.630000
7044,4333,138,4,66,186.95,0.99,NASDAQ,2026-08-21 13:19:34.753000
7045,4333,138,4,67,187.04,0.99,NYSE,2026-08-21 13:19:35.385000
7046,4333,138,4,67,187.17,0.99,NYSE,2026-08-21 13:19:35.839000
7047,4334,64,18,25,218.1,0.99,NASDAQ,2026-08-19 15:46:07.460000
7048,4334,64,18,25,218.25,0.99,DARK,2026-08-19 15:46:07.696000
7049,4335,105,16,75,452.43,0.99,ARCA,2026-08-24 12:46:29.676000
7050,4335,105,16,75,452.37,0.99,BATS,2026-08-24 12:46:30.038000
7051,4336,29,3,33,167.13,0.99,DARK,2026-08-27 13:57:30.242000
7052,4336,29,3,33,167.06,0.99,BATS,2026-08-27 13:57:30.728000
7053,4336,29,3,34,167.21,0.99,BATS,2026-08-27 13:57:30.904000
7054,4337,55,6,50,496.9,0.99,NASDAQ,2026-08-25 14:33:07.514000
7055,4337,55,6,50,496.91,0.99,NASDAQ,2026-08-25 14:33:07.581000
7056,4337,55,6,50,496.75,0.99,NYSE,2026-08-25 14:33:08.289000
7057,4337,55,6,50,496.52,0.99,DARK,2026-08-25 14:33:08.802000
7058,4338,83,20,8,77.59,0.99,NYSE,2026-08-25 10:47:54.762000
7059,4338,83,20,8,77.67,0.99,NYSE,2026-08-25 10:47:55.074000
7060,4338,83,20,9,77.6,0.99,ARCA,2026-08-25 10:47:55.370000
7061,4339,134,5,25,867.59,0.99,BATS,2026-08-24 15:54:16.559000
7062,4340,155,19,37,90.56,0.99,DARK,2026-08-19 09:22:04.800000
7063,4340,155,19,38,90.59,0.99,ARCA,2026-08-19 09:22:05.012000
7064,4341,39,17,500,199.73,2.5,BATS,2026-08-20 11:53:55.634000
7065,4342,75,5,3,866.76,0.99,BATS,2026-08-20 12:39:06.490000
7066,4342,75,5,3,866.79,0.99,NASDAQ,2026-08-20 12:39:07.111000
7067,4342,75,5,4,866.41,0.99,NYSE,2026-08-20 12:39:07.837000
7068,4343,118,2,200,408.02,1.0,DARK,2026-08-17 11:10:18.194000
7069,4344,138,10,100,269.79,0.99,DARK,2026-08-17 10:28:49.521000
7070,4345,107,6,150,507.34,0.99,NYSE,2026-08-24 14:25:44.670000
7071,4346,73,11,50,155.2,0.99,DARK,2026-08-25 13:24:00.336000
7072,4347,18,17,75,210.3,0.99,NYSE,2026-08-26 09:51:48.269000
7073,4348,37,16,50,445.16,0.99,ARCA,2026-08-17 12:46:50.600000
7074,4348,37,16,50,444.84,0.99,NYSE,2026-08-17 12:46:51.212000
7075,4348,37,16,50,444.63,0.99,NASDAQ,2026-08-17 12:46:51.250000
7076,4349,58,16,150,456.15,0.99,DARK,2026-08-28 13:07:25.309000
7077,4350,54,1,100,195.14,0.99,BATS,2026-08-24 12:28:27.311000
7078,4351,56,12,25,518.04,0.99,NASDAQ,2026-08-26 11:02:52.152000
7079,4352,63,12,37,512.17,0.99,DARK,2026-08-24 10:25:14.510000
7080,4352,63,12,38,511.58,0.99,NASDAQ,2026-08-24 10:25:15.107000
7081,4353,137,3,5,163.05,0.99,NYSE,2026-08-17 09:25:13.432000
7082,4353,137,3,5,163.09,0.99,BATS,2026-08-17 09:25:14.139000
7083,4354,130,15,500,543.63,2.5,NYSE,2026-08-18 15:42:27.634000
7084,4355,160,4,12,187.06,0.99,NASDAQ,2026-08-18 11:38:46.306000
